datetime,y_real,y_pred_rf,y_pred_xgb,y_pred_svr,y_pred_persistencia,y_pred_lr
2010-02-11 09:45:00,1.5709333333333333,1.483999220552703,1.5112675,2.013271768908319,1.4232,1.1300563296710613
2010-02-11 10:00:00,1.1034666666666666,1.4492116851902972,1.4722917,1.7255076850921847,1.4786666666666666,1.2567925065475154
2010-02-11 10:15:00,0.42866666666666664,1.4333512254529281,1.5288895,1.780638532472917,1.4969333333333334,1.2433765459002066
2010-02-11 10:30:00,0.38320000000000004,1.4147870417927038,1.490122,1.8504460687157636,1.441733333333333,1.2643290785929993
2010-02-11 10:45:00,0.29760000000000003,1.3625611079975086,1.4905905,1.7257986834435664,1.4961333333333333,1.290482725048584
2010-02-11 11:00:00,0.3337333333333333,1.318466541337805,1.4002827,1.7395104940504167,1.3989333333333334,1.3414435313926873
2010-02-11 11:15:00,0.2788,1.2932943989455155,1.5137004,1.4582628977140966,1.3985333333333334,1.3611597329635845
2010-02-11 11:30:00,0.3145,1.2761901124274733,1.3730409,1.49827061087461,1.4476,1.3082982639329288
2010-02-11 11:45:00,0.29333333333333333,1.3099665460660734,1.4131274,1.5348361937442094,1.4509999999999998,1.3623183936284873
2010-02-11 12:00:00,0.3883636363636364,1.42583821985058,1.1838712,1.5163642128577597,1.4087999999999998,1.4103739321729363
2010-02-11 12:15:00,0.42373333333333335,1.378186670026675,1.2643656,1.5594403374863193,1.4322666666666666,1.4144163494453017
2010-02-11 12:30:00,0.3766,1.3177043153488344,1.1289544,1.5202186814016994,1.3736,1.3773766869474982
2010-02-11 12:45:00,0.336,1.3676903906848477,1.1772499,1.4935507852739276,1.3904,1.394954451148489
2010-02-11 13:00:00,0.5674666666666667,1.3255576595646963,1.2677068,1.5988737821338073,1.4756,1.4387302768491521
2010-02-11 13:15:00,0.6402857142857143,1.3344231503521415,1.262322,1.672061408637025,1.3676,1.3928620807168848
2010-02-11 13:30:00,0.6136,1.1845984468729336,0.94281226,1.6283410450126365,1.3721333333333334,1.4045257157090176
2010-02-11 13:45:00,0.7253333333333334,1.0931841519453036,1.0709779,1.3580137477757983,1.4849333333333334,1.4537713715801455
2010-02-11 14:00:00,0.6414666666666666,1.4652471116933696,1.2614946,1.8170021843291577,1.3578666666666668,1.4192260287411316
2010-02-11 14:15:00,0.6406666666666666,1.5428506298935727,1.2483364,1.7370134858640194,1.3550666666666666,1.4188038724475742
2010-02-11 14:30:00,0.8281333333333334,1.9184585927202178,1.6890448,1.6653732868050977,1.4991999999999999,1.4865436596629
2010-02-11 14:45:00,1.328,1.9666435338066472,1.6879563,1.6595141761810077,1.36,1.4145927113760326
2010-02-11 15:00:00,1.874222222222222,2.2274796020392014,2.063287,1.7282826614220572,1.3745333333333334,1.4448354600859996
2010-02-11 15:15:00,1.2647142857142857,2.1585870792298176,2.0245929,2.139964259359356,1.5632,1.5473913305076552
2010-02-11 15:30:00,1.3801333333333334,1.7316547560021769,1.7787749,1.627057595410276,1.4384000000000001,1.494826579930723
2010-02-11 15:45:00,2.7011428571428575,1.6559996286463843,1.6368197,1.5314688442425648,1.5615384615384615,1.527798753014531
2010-02-11 16:00:00,2.7095714285714285,1.6736133835062696,1.7536335,1.517857707784008,1.5064,1.5410473841458405
2010-02-11 16:15:00,2.3853333333333335,1.6388827314502772,1.7788992,1.7391247986390324,1.4557333333333333,1.5244906723811105
2010-02-11 16:30:00,2.25,2.2490976986270828,2.1878188,1.831584568462325,1.4302666666666668,1.5068844746670391
2010-02-11 16:45:00,2.508666666666667,2.226077091711703,2.068528,1.752450691182569,1.4425333333333332,1.5170357057297408
2010-02-11 17:00:00,2.692,2.3228415205156723,2.1013129,1.9610285448125209,1.3602666666666667,1.4977090029365596
2010-02-11 17:15:00,1.1890666666666665,2.320221918525693,2.1348336,1.8759894411447955,1.3373333333333333,1.487822035703866
2010-02-11 17:30:00,1.2878666666666667,2.283273892636023,1.9854573,1.778341198461943,1.3723999999999998,1.4970842196683178
2010-02-11 17:45:00,0.7769333333333334,2.339501311813124,2.121361,2.1788182380238155,1.2389333333333332,1.458380013337265
2010-02-11 18:00:00,0.6242666666666667,2.2836446836756448,2.1345947,1.8996519043097109,0.32466666666666666,1.293648389053394
2010-02-11 18:15:00,0.6304,2.3357480138468634,2.2080204,1.9552322100443305,0.46613333333333334,1.3527266272573277
2010-02-11 18:30:00,0.4996,2.3735898329034923,2.2654839,2.0362643969579586,0.5444,1.3654945565304641
